0|3|0|0|0|9|-1|-1|0|0|0|Wikipedia
0|4|0|0|0|38|-1|-1|0|0|0|http://en.wikipedia.org/wiki/Main_Page
0|5|0|0|1|9|-1|-1|0|0|0|MediaWiki
1|5|10|0|0|8|-1|-1|0|0|0|1.6alpha
0|6|0|0|0|12|-1|-1|0|0|0|first-letter
0|8|0|0|0|5|-1|-1|0|0|0|Media
0|9|0|0|0|7|-1|-1|0|0|0|Special
0|11|0|0|0|4|-1|-1|0|0|0|Talk
0|12|0|0|0|4|-1|-1|0|0|0|User
0|13|0|0|1|4|-1|-1|0|0|0|User
1|13|5|0|0|4|-1|-1|0|0|0|talk
0|14|0|0|0|9|-1|-1|0|0|0|Wikipedia
0|15|0|0|1|9|-1|-1|0|0|0|Wikipedia
1|15|10|0|0|4|-1|-1|0|0|0|talk
0|16|0|0|0|5|-1|-1|0|0|0|Image
0|17|0|0|1|5|-1|-1|0|0|0|Image
1|17|6|0|0|4|-1|-1|0|0|0|talk
0|18|0|0|0|9|-1|-1|0|0|0|MediaWiki
0|19|0|0|1|9|-1|-1|0|0|0|MediaWiki
1|19|10|0|0|4|-1|-1|0|0|0|talk
0|20|0|0|0|8|-1|-1|0|0|0|Template
0|21|0|0|1|8|-1|-1|0|0|0|Template
1|21|9|0|0|4|-1|-1|0|0|0|talk
0|22|0|0|0|4|-1|-1|0|0|0|Help
0|23|0|0|1|4|-1|-1|0|0|0|Help
1|23|5|0|0|4|-1|-1|0|0|0|talk
0|24|0|0|0|8|-1|-1|0|0|0|Category
0|25|0|0|1|8|-1|-1|0|0|0|Category
1|25|9|0|0|4|-1|-1|0|0|0|talk
0|26|0|0|0|6|-1|-1|0|0|0|Portal
0|27|0|0|1|6|-1|-1|0|0|0|Portal
1|27|7|0|0|4|-1|-1|0|0|0|talk
0|31|0|0|0|3|-1|-1|0|0|0|AaA
0|32|0|0|0|1|-1|-1|0|0|0|1
0|34|0|0|0|8|-1|-1|0|0|0|32899315
0|35|0|0|0|20|-1|-1|0|0|0|2005-12-27T18:46:47Z
0|37|0|0|0|9|-1|-1|0|0|0|Jsmethers
0|38|0|0|0|6|-1|-1|0|0|0|614213
0|40|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|44|0|0|0|7|-1|-1|0|0|0|AlgeriA
0|45|0|0|0|1|-1|-1|0|0|0|5
0|47|0|0|0|8|-1|-1|0|0|0|18063769
0|48|0|0|0|20|-1|-1|0|0|0|2005-07-03T11:13:13Z
0|50|0|0|0|4|-1|-1|0|0|0|Docu
0|51|0|0|0|4|-1|-1|0|0|0|8029
0|54|0|0|1|6|-1|-1|0|0|0|adding
1|54|7|0|1|9|-1|-1|0|0|0|cur_id=5:
0|55|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|59|0|0|0|13|-1|-1|0|0|0|AmericanSamoa
0|60|0|0|0|1|-1|-1|0|0|0|6
0|62|0|0|0|8|-1|-1|0|0|0|18063795
0|63|0|0|0|20|-1|-1|0|0|0|2005-07-03T11:14:17Z
0|65|0|0|0|4|-1|-1|0|0|0|Docu
0|66|0|0|0|4|-1|-1|0|0|0|8029
0|69|0|0|1|6|-1|-1|0|0|0|adding
1|69|7|0|1|2|-1|-1|0|0|0|to
2|69|11|0|2|8|-1|-1|0|0|0|cur_id=6
0|70|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|74|0|0|0|13|-1|-1|0|0|0|AppliedEthics
0|75|0|0|0|1|-1|-1|0|0|0|8
0|77|0|0|0|8|-1|-1|0|0|0|15898943
0|78|0|0|0|20|-1|-1|0|0|0|2002-02-25T15:43:11Z
0|80|0|0|1|10|-1|-1|0|0|0|Conversion
1|80|11|0|0|6|-1|-1|0|0|0|script
0|83|0|0|1|9|-1|-1|0|0|0|Automated
1|83|10|0|0|10|-1|-1|0|0|0|conversion
0|84|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|89|0|0|0|19|-1|-1|0|0|0|AccessibleComputing
0|90|0|0|0|2|-1|-1|0|0|0|10
0|92|0|0|0|8|-1|-1|0|0|0|15898945
0|93|0|0|0|20|-1|-1|0|0|0|2003-04-25T22:18:38Z
0|95|0|0|0|5|-1|-1|0|0|0|Ams80
0|96|0|0|0|4|-1|-1|0|0|0|7543
0|99|0|0|1|6|-1|-1|0|0|0|Fixing
1|99|7|0|0|8|-1|-1|0|0|0|redirect
0|100|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|104|0|0|0|3|-1|-1|0|0|0|AdA
0|105|0|0|0|2|-1|-1|0|0|0|11
0|107|0|0|0|8|-1|-1|0|0|0|15898946
0|108|0|0|0|20|-1|-1|0|0|0|2002-09-22T16:02:58Z
0|110|0|0|1|5|-1|-1|0|0|0|Andre
1|110|6|0|0|6|-1|-1|0|0|0|Engels
0|111|0|0|0|3|-1|-1|0|0|0|300
0|114|0|0|1|9|-1|-1|0|0|0|#REDIRECT
0|118|0|0|0|9|-1|-1|0|0|0|Anarchism
0|119|0|0|0|2|-1|-1|0|0|0|12
0|121|0|0|0|8|-1|-1|0|0|0|42136831
0|122|0|0|0|20|-1|-1|0|0|0|2006-03-04T01:41:25Z
0|124|0|0|0|9|-1|-1|0|0|0|CJames745
0|125|0|0|0|6|-1|-1|0|0|0|832382
0|128|0|0|1|2|-1|-1|0|0|0|/*
1|128|3|0|1|9|-1|-1|0|0|0|Anarchist
2|128|13|0|1|9|-1|-1|0|0|0|Communism
3|128|24|0|2|2|-1|-1|0|0|0|*/
4|128|27|0|1|3|-1|-1|0|0|0|too
5|128|31|0|1|4|-1|-1|0|0|0|many
6|128|36|0|0|8|-1|-1|0|0|0|brackets
23|130|185|0|0|13|2|-1|1|1|1|sans-culottes
5|132|41|0|0|7|-1|-1|0|0|1|derived
6|132|49|0|0|4|-1|-1|0|0|1|from
9|132|77|0|0|5|-1|-1|0|0|1|Greek
12|132|175|0|0|5|-1|-1|0|0|1|#945;
14|132|185|0|0|5|-1|-1|0|0|1|#957;
16|132|195|0|0|5|-1|-1|0|0|1|#945;
18|132|205|0|0|5|-1|-1|0|0|1|#961;
20|132|215|0|0|5|-1|-1|0|0|1|#967;
22|132|225|0|0|5|-1|-1|0|0|1|#943;
24|132|236|0|0|5|-1|-1|0|0|1|#945;
1|138|19|0|0|9|-1|-1|0|0|1|Kropotkin
22|138|165|0|0|9|-1|-1|0|0|1|Kropotkin
66|138|495|0|0|6|-1|-1|0|0|1|Engels
1|139|27|0|0|5|-1|-1|0|0|1|thumb
2|139|33|0|0|5|-1|-1|0|0|1|right
3|139|39|0|0|5|-1|-1|0|0|1|150px
4|139|45|0|0|7|-1|-1|0|0|1|William
5|139|53|0|0|6|-1|-1|0|0|1|Godwin
6|141|77|0|0|8|-1|-1|0|0|1|Rothbard
14|141|151|0|0|7|-1|-1|0|0|1|Ancient
15|141|159|0|0|5|-1|-1|0|0|1|China
43|141|430|0|0|8|-1|-1|0|0|1|Rothbard
87|141|810|0|0|9|-1|-1|0|0|1|Kropotkin
93|141|856|0|0|5|-1|-1|0|0|1|stoic
62|143|414|0|0|7|-1|-1|0|0|1|Russell
97|143|658|0|0|3|-1|-1|0|0|1|The
98|143|662|0|0|7|-1|-1|0|0|1|Diggers
18|145|149|0|0|13|-1|-1|0|0|1|Louis-Armand,
19|145|163|0|0|5|-1|-1|0|0|1|Baron
20|145|169|0|0|2|-1|-1|0|0|1|de
21|145|172|0|0|8|-1|-1|0|0|1|Lahontan
36|145|315|0|0|10|-1|-1|0|0|1|indigenous
